fips,location_name,population,geo_type,geo_value,abbreviation
48073,Cherokee County,52646,county,48073,TX
48075,Childress County,7306,county,48075,TX
48077,Clay County,10471,county,48077,TX
48079,Cochran County,2853,county,48079,TX
48081,Coke County,3387,county,48081,TX
48083,Coleman County,8175,county,48083,TX
48085,Collin County,1034730,county,48085,TX
48087,Collingsworth County,2920,county,48087,TX
48089,Colorado County,21493,county,48089,TX
48091,Comal County,156209,county,48091,TX
48093,Comanche County,13635,county,48093,TX
48095,Concho County,2726,county,48095,TX
48097,Cooke County,41257,county,48097,TX
48099,Coryell County,75951,county,48099,TX
48101,Cottle County,1398,county,48101,TX
48103,Crane County,4797,county,48103,TX
48105,Crockett County,3464,county,48105,TX
48107,Crosby County,5737,county,48107,TX
48109,Culberson County,2171,county,48109,TX
48111,Dallam County,7287,county,48111,TX
48113,Dallas County,2635516,county,48113,TX
48115,Dawson County,12728,county,48115,TX
48117,Deaf Smith County,18546,county,48117,TX
48119,Delta County,5331,county,48119,TX
48121,Denton County,887207,county,48121,TX
48123,DeWitt County,20160,county,48123,TX
48125,Dickens County,2211,county,48125,TX
48127,Dimmit County,10124,county,48127,TX
48129,Donley County,3278,county,48129,TX
48131,Duval County,11157,county,48131,TX
48133,Eastland County,18360,county,48133,TX
48135,Ector County,166223,county,48135,TX
48137,Edwards County,1932,county,48137,TX
48139,Ellis County,184826,county,48139,TX
48141,El Paso County,839238,county,48141,TX
48143,Erath County,42698,county,48143,TX
48145,Falls County,17297,county,48145,TX
48147,Fannin County,35514,county,48147,TX
48149,Fayette County,25346,county,48149,TX
48151,Fisher County,3830,county,48151,TX
48153,Floyd County,5712,county,48153,TX
48155,Foard County,1155,county,48155,TX
48157,Fort Bend County,811688,county,48157,TX
48159,Franklin County,10725,county,48159,TX
48161,Freestone County,19717,county,48161,TX
48163,Frio County,20306,county,48163,TX
48165,Gaines County,21492,county,48165,TX
48167,Galveston County,342139,county,48167,TX
48169,Garza County,6229,county,48169,TX
48171,Gillespie County,26988,county,48171,TX
48173,Glasscock County,1409,county,48173,TX
48175,Goliad County,7658,county,48175,TX
48177,Gonzales County,20837,county,48177,TX
48179,Gray County,21886,county,48179,TX
48181,Grayson County,136212,county,48181,TX
48183,Gregg County,123945,county,48183,TX
48185,Grimes County,28880,county,48185,TX
48187,Guadalupe County,166847,county,48187,TX
48189,Hale County,33406,county,48189,TX
48191,Hall County,2964,county,48191,TX
48193,Hamilton County,8461,county,48193,TX
48195,Hansford County,5399,county,48195,TX
48197,Hardeman County,3933,county,48197,TX
48199,Hardin County,57602,county,48199,TX
48201,Harris County,4713325,county,48201,TX
48203,Harrison County,66553,county,48203,TX
48205,Hartley County,5576,county,48205,TX
48207,Haskell County,5658,county,48207,TX
48209,Hays County,230191,county,48209,TX
48211,Hemphill County,3819,county,48211,TX
48213,Henderson County,82737,county,48213,TX
48215,Hidalgo County,868707,county,48215,TX
48217,Hill County,36649,county,48217,TX
48219,Hockley County,23021,county,48219,TX
48221,Hood County,61643,county,48221,TX
48223,Hopkins County,37084,county,48223,TX
48225,Houston County,22968,county,48225,TX
48227,Howard County,36664,county,48227,TX
48229,Hudspeth County,4886,county,48229,TX
48231,Hunt County,98594,county,48231,TX
48233,Hutchinson County,20938,county,48233,TX
48235,Irion County,1536,county,48235,TX
48237,Jack County,8935,county,48237,TX
48239,Jackson County,14760,county,48239,TX
48241,Jasper County,35529,county,48241,TX
48243,Jeff Davis County,2274,county,48243,TX
48245,Jefferson County,251565,county,48245,TX
48247,Jim Hogg County,5200,county,48247,TX
48249,Jim Wells County,40482,county,48249,TX
48251,Johnson County,175817,county,48251,TX
48253,Jones County,20083,county,48253,TX
48255,Karnes County,15601,county,48255,TX
48257,Kaufman County,136154,county,48257,TX
48259,Kendall County,47431,county,48259,TX
48261,Kenedy County,404,county,48261,TX
48263,Kent County,762,county,48263,TX
48265,Kerr County,52600,county,48265,TX
48267,Kimble County,4337,county,48267,TX
48269,King County,272,county,48269,TX
48271,Kinney County,3667,county,48271,TX
48273,Kleberg County,30680,county,48273,TX
48275,Knox County,3664,county,48275,TX
48277,Lamar County,49859,county,48277,TX
48279,Lamb County,12893,county,48279,TX
48281,Lampasas County,21428,county,48281,TX
48283,La Salle County,7520,county,48283,TX
48285,Lavaca County,20154,county,48285,TX
48287,Lee County,17239,county,48287,TX
48289,Leon County,17404,county,48289,TX
48291,Liberty County,88219,county,48291,TX
48293,Limestone County,23437,county,48293,TX
48295,Lipscomb County,3233,county,48295,TX
48297,Live Oak County,12207,county,48297,TX
48299,Llano County,21795,county,48299,TX
48301,Loving County,169,county,48301,TX
48303,Lubbock County,310569,county,48303,TX
48305,Lynn County,5951,county,48305,TX
48307,McCulloch County,7984,county,48307,TX
48309,McLennan County,256623,county,48309,TX
48311,McMullen County,743,county,48311,TX
48313,Madison County,14284,county,48313,TX
48315,Marion County,9854,county,48315,TX
48317,Martin County,5771,county,48317,TX
48319,Mason County,4274,county,48319,TX
48321,Matagorda County,36643,county,48321,TX
48323,Maverick County,58722,county,48323,TX
48325,Medina County,51584,county,48325,TX
48327,Menard County,2138,county,48327,TX
48329,Midland County,176832,county,48329,TX
48331,Milam County,24823,county,48331,TX
48333,Mills County,4873,county,48333,TX
48335,Mitchell County,8545,county,48335,TX
48337,Montague County,19818,county,48337,TX
48339,Montgomery County,607391,county,48339,TX
48341,Moore County,20940,county,48341,TX
48343,Morris County,12388,county,48343,TX
48345,Motley County,1200,county,48345,TX
48347,Nacogdoches County,65204,county,48347,TX
48349,Navarro County,50113,county,48349,TX
48351,Newton County,13595,county,48351,TX
48353,Nolan County,14714,county,48353,TX
48355,Nueces County,362294,county,48355,TX
48357,Ochiltree County,9836,county,48357,TX
48359,Oldham County,2112,county,48359,TX
48361,Orange County,83396,county,48361,TX
48363,Palo Pinto County,29189,county,48363,TX
48365,Panola County,23194,county,48365,TX
48367,Parker County,142878,county,48367,TX
48369,Parmer County,9605,county,48369,TX
48371,Pecos County,15823,county,48371,TX
48373,Polk County,51353,county,48373,TX
48375,Potter County,117415,county,48375,TX
48377,Presidio County,6704,county,48377,TX
48379,Rains County,12514,county,48379,TX
48381,Randall County,137713,county,48381,TX
48383,Reagan County,3849,county,48383,TX
48385,Real County,3452,county,48385,TX
48387,Red River County,12023,county,48387,TX
48389,Reeves County,15976,county,48389,TX
48391,Refugio County,6948,county,48391,TX
48393,Roberts County,854,county,48393,TX
48395,Robertson County,17074,county,48395,TX
48397,Rockwall County,104915,county,48397,TX
48399,Runnels County,10264,county,48399,TX
48401,Rusk County,54406,county,48401,TX
48403,Sabine County,10542,county,48403,TX
48405,San Augustine County,8237,county,48405,TX
48407,San Jacinto County,28859,county,48407,TX
48409,San Patricio County,66730,county,48409,TX
48411,San Saba County,6055,county,48411,TX
48413,Schleicher County,2793,county,48413,TX
48415,Scurry County,16703,county,48415,TX
48417,Shackelford County,3265,county,48417,TX
48419,Shelby County,25274,county,48419,TX
48421,Sherman County,3022,county,48421,TX
48423,Smith County,232751,county,48423,TX
48425,Somervell County,9128,county,48425,TX
48427,Starr County,64633,county,48427,TX
48429,Stephens County,9366,county,48429,TX
48431,Sterling County,1291,county,48431,TX
48433,Stonewall County,1350,county,48433,TX
48435,Sutton County,3776,county,48435,TX
48437,Swisher County,7397,county,48437,TX
48439,Tarrant County,2102515,county,48439,TX
48441,Taylor County,138034,county,48441,TX
48443,Terrell County,776,county,48443,TX
48445,Terry County,12337,county,48445,TX
48447,Throckmorton County,1501,county,48447,TX
48449,Titus County,32750,county,48449,TX
48451,Tom Green County,119200,county,48451,TX
48453,Travis County,1273954,county,48453,TX
48455,Trinity County,14651,county,48455,TX
48457,Tyler County,21672,county,48457,TX
48459,Upshur County,41753,county,48459,TX
48461,Upton County,3657,county,48461,TX
48463,Uvalde County,26741,county,48463,TX
48465,Val Verde County,49025,county,48465,TX
48467,Van Zandt County,56590,county,48467,TX
48469,Victoria County,92084,county,48469,TX
48471,Walker County,72971,county,48471,TX
48473,Waller County,55246,county,48473,TX
48475,Ward County,11998,county,48475,TX
48477,Washington County,35882,county,48477,TX
48479,Webb County,276652,county,48479,TX
48481,Wharton County,41556,county,48481,TX
48483,Wheeler County,5056,county,48483,TX
48485,Wichita County,132230,county,48485,TX
48487,Wilbarger County,12769,county,48487,TX
48489,Willacy County,21358,county,48489,TX
48491,Williamson County,590551,county,48491,TX
48493,Wilson County,51070,county,48493,TX
48495,Winkler County,8010,county,48495,TX
48497,Wise County,69984,county,48497,TX
48499,Wood County,45539,county,48499,TX
48501,Yoakum County,8713,county,48501,TX
48503,Young County,18010,county,48503,TX
48505,Zapata County,14179,county,48505,TX
48507,Zavala County,11840,county,48507,TX
49001,Beaver County,6710,county,49001,UT
49003,Box Elder County,56046,county,49003,UT
49005,Cache County,128289,county,49005,UT
49007,Carbon County,20463,county,49007,UT
49009,Daggett County,950,county,49009,UT
49011,Davis County,355481,county,49011,UT
49013,Duchesne County,19938,county,49013,UT
49015,Emery County,10012,county,49015,UT
49017,Garfield County,5051,county,49017,UT
49019,Grand County,9754,county,49019,UT
49021,Iron County,54839,county,49021,UT
49023,Juab County,12017,county,49023,UT
49025,Kane County,7886,county,49025,UT
49027,Millard County,13188,county,49027,UT
49029,Morgan County,12124,county,49029,UT
49031,Piute County,1479,county,49031,UT
49033,Rich County,2483,county,49033,UT
49035,Salt Lake County,1160437,county,49035,UT
49037,San Juan County,15308,county,49037,UT
49039,Sanpete County,30939,county,49039,UT
49041,Sevier County,21620,county,49041,UT
49043,Summit County,42145,county,49043,UT
49045,Tooele County,72259,county,49045,UT
49047,Uintah County,35734,county,49047,UT
49049,Utah County,636235,county,49049,UT
49051,Wasatch County,34091,county,49051,UT
49053,Washington County,177556,county,49053,UT
49055,Wayne County,2711,county,49055,UT
49057,Weber County,260213,county,49057,UT
50001,Addison County,36777,county,50001,VT
50003,Bennington County,35470,county,50003,VT
50005,Caledonia County,29993,county,50005,VT
50007,Chittenden County,163774,county,50007,VT
50009,Essex County,6163,county,50009,VT
50011,Franklin County,49402,county,50011,VT
50013,Grand Isle County,7235,county,50013,VT
50015,Lamoille County,25362,county,50015,VT
50017,Orange County,28892,county,50017,VT
50019,Orleans County,27037,county,50019,VT
50021,Rutland County,58191,county,50021,VT
50023,Washington County,58409,county,50023,VT
50025,Windham County,42222,county,50025,VT
50027,Windsor County,55062,county,50027,VT
51001,Accomack County,32316,county,51001,VA
51003,Albemarle County,109330,county,51003,VA
51005,Alleghany County,14860,county,51005,VA
51007,Amelia County,13145,county,51007,VA
51009,Amherst County,31605,county,51009,VA
51011,Appomattox County,15911,county,51011,VA
51013,Arlington County,236842,county,51013,VA
51015,Augusta County,75558,county,51015,VA
51017,Bath County,4147,county,51017,VA
51019,Bedford County,78997,county,51019,VA
51021,Bland County,6280,county,51021,VA
51023,Botetourt County,33419,county,51023,VA
51025,Brunswick County,16231,county,51025,VA
51027,Buchanan County,21004,county,51027,VA
51029,Buckingham County,17148,county,51029,VA
51031,Campbell County,54885,county,51031,VA
51033,Caroline County,30725,county,51033,VA
51035,Carroll County,29791,county,51035,VA
51036,Charles City County,6963,county,51036,VA
51037,Charlotte County,11880,county,51037,VA
51041,Chesterfield County,352802,county,51041,VA
51043,Clarke County,14619,county,51043,VA
51045,Craig County,5131,county,51045,VA
51047,Culpeper County,52605,county,51047,VA
51049,Cumberland County,9932,county,51049,VA
51051,Dickenson County,14318,county,51051,VA
51053,Dinwiddie County,28544,county,51053,VA
51057,Essex County,10953,county,51057,VA
51059,Fairfax County,1147532,county,51059,VA
51061,Fauquier County,71222,county,51061,VA
51063,Floyd County,15749,county,51063,VA
51065,Fluvanna County,27270,county,51065,VA
51067,Franklin County,56042,county,51067,VA
51069,Frederick County,89313,county,51069,VA
51071,Giles County,16720,county,51071,VA
51073,Gloucester County,37348,county,51073,VA
51075,Goochland County,23753,county,51075,VA
51077,Grayson County,15550,county,51077,VA
51079,Greene County,19819,county,51079,VA
51081,Greensville County,11336,county,51081,VA
51083,Halifax County,33911,county,51083,VA
51085,Hanover County,107766,county,51085,VA
51087,Henrico County,330818,county,51087,VA
51089,Henry County,50557,county,51089,VA
51091,Highland County,2190,county,51091,VA
51093,Isle of Wight County,37109,county,51093,VA
51095,James City County,76523,county,51095,VA
51097,King and Queen County,7025,county,51097,VA
51099,King George County,26836,county,51099,VA
51101,King William County,17148,county,51101,VA
51103,Lancaster County,10603,county,51103,VA
51105,Lee County,23423,county,51105,VA
51107,Loudoun County,413538,county,51107,VA
51109,Louisa County,37591,county,51109,VA
51111,Lunenburg County,12196,county,51111,VA
51113,Madison County,13261,county,51113,VA
51115,Mathews County,8834,county,51115,VA
51117,Mecklenburg County,30587,county,51117,VA
51119,Middlesex County,10582,county,51119,VA
51121,Montgomery County,98535,county,51121,VA
51125,Nelson County,14930,county,51125,VA
51127,New Kent County,23091,county,51127,VA
51131,Northampton County,11710,county,51131,VA
51133,Northumberland County,12095,county,51133,VA
51135,Nottoway County,15232,county,51135,VA
51137,Orange County,37051,county,51137,VA
51139,Page County,23902,county,51139,VA
51141,Patrick County,17608,county,51141,VA
51143,Pittsylvania County,60354,county,51143,VA
51145,Powhatan County,29652,county,51145,VA
51147,Prince Edward County,22802,county,51147,VA
51149,Prince George County,38353,county,51149,VA
51153,Prince William County,470335,county,51153,VA
51155,Pulaski County,34027,county,51155,VA
51157,Rappahannock County,7370,county,51157,VA
51159,Richmond County,9023,county,51159,VA
51161,Roanoke County,94186,county,51161,VA
51163,Rockbridge County,22573,county,51163,VA
51165,Rockingham County,81948,county,51165,VA
51167,Russell County,26586,county,51167,VA
51169,Scott County,21566,county,51169,VA
51171,Shenandoah County,43616,county,51171,VA
51173,Smyth County,30104,county,51173,VA
51175,Southampton County,17631,county,51175,VA
51177,Spotsylvania County,136215,county,51177,VA
51179,Stafford County,152882,county,51179,VA
51181,Surry County,6422,county,51181,VA
51183,Sussex County,11159,county,51183,VA
51185,Tazewell County,40595,county,51185,VA
51187,Warren County,40164,county,51187,VA
51191,Washington County,53740,county,51191,VA
51193,Westmoreland County,18015,county,51193,VA
51195,Wise County,37383,county,51195,VA
51197,Wythe County,28684,county,51197,VA
51199,York County,68280,county,51199,VA
51510,Alexandria County,159428,county,51510,VA
51520,Bristol County,16762,county,51520,VA
51530,Buena Vista County,6478,county,51530,VA
51540,Charlottesville County,47266,county,51540,VA
51550,Chesapeake County,244835,county,51550,VA
51570,Colonial Heights County,17370,county,51570,VA
51580,Covington County,5538,county,51580,VA
51590,Danville County,40044,county,51590,VA
51595,Emporia County,5346,county,51595,VA
51600,Fairfax City County,24019,county,51600,VA
51610,Falls Church County,14617,county,51610,VA
51620,Franklin City County,7967,county,51620,VA
51630,Fredericksburg County,29036,county,51630,VA
51640,Galax County,6347,county,51640,VA
51650,Hampton County,134510,county,51650,VA
51660,Harrisonburg County,53016,county,51660,VA
51670,Hopewell County,22529,county,51670,VA
51678,Lexington County,7446,county,51678,VA
51680,Lynchburg County,82168,county,51680,VA
51683,Manassas County,41085,county,51683,VA
51685,Manassas Park County,17478,county,51685,VA
51690,Martinsville County,12554,county,51690,VA
51700,Newport News County,179225,county,51700,VA
51710,Norfolk County,242742,county,51710,VA
51720,Norton County,3981,county,51720,VA
51730,Petersburg County,31346,county,51730,VA
51735,Poquoson County,12271,county,51735,VA
51740,Portsmouth County,94398,county,51740,VA
51750,Radford County,18249,county,51750,VA
51760,Richmond City County,230436,county,51760,VA
51770,Roanoke City County,99143,county,51770,VA
51775,Salem County,25301,county,51775,VA
51790,Staunton County,24932,county,51790,VA
51800,Suffolk County,92108,county,51800,VA
51810,Virginia Beach County,449974,county,51810,VA
51820,Waynesboro County,22630,county,51820,VA
51830,Williamsburg County,14954,county,51830,VA
51840,Winchester County,28078,county,51840,VA
53001,Adams County,19983,county,53001,WA
53003,Asotin County,22582,county,53003,WA
53005,Benton County,204390,county,53005,WA
53007,Chelan County,77200,county,53007,WA
53009,Clallam County,77331,county,53009,WA
53011,Clark County,488241,county,53011,WA
53013,Columbia County,3985,county,53013,WA
53015,Cowlitz County,110593,county,53015,WA
53017,Douglas County,43429,county,53017,WA
53019,Ferry County,7627,county,53019,WA
53021,Franklin County,95222,county,53021,WA
53023,Garfield County,2225,county,53023,WA
53025,Grant County,97733,county,53025,WA
53027,Grays Harbor County,75061,county,53027,WA
53029,Island County,85141,county,53029,WA
53031,Jefferson County,32221,county,53031,WA
53033,King County,2252782,county,53033,WA
53035,Kitsap County,271473,county,53035,WA
53037,Kittitas County,47935,county,53037,WA
53039,Klickitat County,22425,county,53039,WA
53041,Lewis County,80707,county,53041,WA
53043,Lincoln County,10939,county,53043,WA
53045,Mason County,66768,county,53045,WA
53047,Okanogan County,42243,county,53047,WA
53049,Pacific County,22471,county,53049,WA
53051,Pend Oreille County,13724,county,53051,WA
53053,Pierce County,904980,county,53053,WA
53055,San Juan County,17582,county,53055,WA
53057,Skagit County,129205,county,53057,WA
53059,Skamania County,12083,county,53059,WA
53061,Snohomish County,822083,county,53061,WA
53063,Spokane County,522798,county,53063,WA
53065,Stevens County,45723,county,53065,WA
53067,Thurston County,290536,county,53067,WA
53069,Wahkiakum County,4488,county,53069,WA
53071,Walla Walla County,60760,county,53071,WA
53073,Whatcom County,229247,county,53073,WA
53075,Whitman County,50104,county,53075,WA
53077,Yakima County,250873,county,53077,WA
54001,Barbour County,16441,county,54001,WV
54003,Berkeley County,119171,county,54003,WV
54005,Boone County,21457,county,54005,WV
54007,Braxton County,13957,county,54007,WV
54009,Brooke County,21939,county,54009,WV
54011,Cabell County,91945,county,54011,WV
54013,Calhoun County,7109,county,54013,WV
54015,Clay County,8508,county,54015,WV
54017,Doddridge County,8448,county,54017,WV
54019,Fayette County,42406,county,54019,WV
54021,Gilmer County,7823,county,54021,WV
54023,Grant County,11568,county,54023,WV
54025,Greenbrier County,34662,county,54025,WV
54027,Hampshire County,23175,county,54027,WV
54029,Hancock County,28810,county,54029,WV
54031,Hardy County,13776,county,54031,WV
54033,Harrison County,67256,county,54033,WV
54035,Jackson County,28576,county,54035,WV
54037,Jefferson County,57146,county,54037,WV
54039,Kanawha County,178124,county,54039,WV
54041,Lewis County,15907,county,54041,WV
54043,Lincoln County,20409,county,54043,WV
54045,Logan County,32019,county,54045,WV
54047,McDowell County,17624,county,54047,WV
54049,Marion County,56072,county,54049,WV
54051,Marshall County,30531,county,54051,WV
54053,Mason County,26516,county,54053,WV
54055,Mercer County,58758,county,54055,WV
54057,Mineral County,26868,county,54057,WV
54059,Mingo County,23424,county,54059,WV
54061,Monongalia County,105612,county,54061,WV
54063,Monroe County,13275,county,54063,WV
54065,Morgan County,17884,county,54065,WV
54067,Nicholas County,24496,county,54067,WV
54069,Ohio County,41411,county,54069,WV
54071,Pendleton County,6969,county,54071,WV
54073,Pleasants County,7460,county,54073,WV
54075,Pocahontas County,8247,county,54075,WV
54077,Preston County,33432,county,54077,WV
54079,Putnam County,56450,county,54079,WV
54081,Raleigh County,73361,county,54081,WV
54083,Randolph County,28695,county,54083,WV
54085,Ritchie County,9554,county,54085,WV
54087,Roane County,13688,county,54087,WV
54089,Summers County,12573,county,54089,WV
54091,Taylor County,16695,county,54091,WV
54093,Tucker County,6839,county,54093,WV
54095,Tyler County,8591,county,54095,WV
54097,Upshur County,24176,county,54097,WV
54099,Wayne County,39402,county,54099,WV
54101,Webster County,8114,county,54101,WV
54103,Wetzel County,15065,county,54103,WV
54105,Wirt County,5821,county,54105,WV
54107,Wood County,83518,county,54107,WV
54109,Wyoming County,20394,county,54109,WV
55001,Adams County,20220,county,55001,WI
55003,Ashland County,15562,county,55003,WI
55005,Barron County,45244,county,55005,WI
55007,Bayfield County,15036,county,55007,WI
55009,Brown County,264542,county,55009,WI
55011,Buffalo County,13031,county,55011,WI
55013,Burnett County,15414,county,55013,WI
55015,Calumet County,50089,county,55015,WI
55017,Chippewa County,64658,county,55017,WI
55019,Clark County,34774,county,55019,WI
55021,Columbia County,57532,county,55021,WI
55023,Crawford County,16131,county,55023,WI
55025,Dane County,546695,county,55025,WI
55027,Dodge County,87839,county,55027,WI
55029,Door County,27668,county,55029,WI
55031,Douglas County,43150,county,55031,WI
55033,Dunn County,45368,county,55033,WI
55035,Eau Claire County,104646,county,55035,WI
55037,Florence County,4295,county,55037,WI
55039,Fond du Lac County,103403,county,55039,WI
55041,Forest County,9004,county,55041,WI
55043,Grant County,51439,county,55043,WI
55045,Green County,36960,county,55045,WI
55047,Green Lake County,18913,county,55047,WI
55049,Iowa County,23678,county,55049,WI
55051,Iron County,5687,county,55051,WI
55053,Jackson County,20643,county,55053,WI
55055,Jefferson County,84769,county,55055,WI
55057,Juneau County,26687,county,55057,WI
55059,Kenosha County,169561,county,55059,WI
55061,Kewaunee County,20434,county,55061,WI
55063,La Crosse County,118016,county,55063,WI
55065,Lafayette County,16665,county,55065,WI
55067,Langlade County,19189,county,55067,WI
55069,Lincoln County,27593,county,55069,WI
55071,Manitowoc County,78981,county,55071,WI
55073,Marathon County,135692,county,55073,WI
55075,Marinette County,40350,county,55075,WI
55077,Marquette County,15574,county,55077,WI
55078,Menominee County,4556,county,55078,WI
55079,Milwaukee County,945726,county,55079,WI
55081,Monroe County,46253,county,55081,WI
55083,Oconto County,37930,county,55083,WI
55085,Oneida County,35595,county,55085,WI
55087,Outagamie County,187885,county,55087,WI
55089,Ozaukee County,89221,county,55089,WI
55091,Pepin County,7287,county,55091,WI
55093,Pierce County,42754,county,55093,WI
55095,Polk County,43783,county,55095,WI
55097,Portage County,70772,county,55097,WI
55099,Price County,13351,county,55099,WI
55101,Racine County,196311,county,55101,WI
55103,Richland County,17252,county,55103,WI
55105,Rock County,163354,county,55105,WI
55107,Rusk County,14178,county,55107,WI
55109,St. Croix County,90687,county,55109,WI
55111,Sauk County,64442,county,55111,WI
55113,Sawyer County,16558,county,55113,WI
55115,Shawano County,40899,county,55115,WI
55117,Sheboygan County,115340,county,55117,WI
55119,Taylor County,20343,county,55119,WI
55121,Trempealeau County,29649,county,55121,WI
55123,Vernon County,30822,county,55123,WI
55125,Vilas County,22195,county,55125,WI
55127,Walworth County,103868,county,55127,WI
55129,Washburn County,15720,county,55129,WI
55131,Washington County,136034,county,55131,WI
55133,Waukesha County,404198,county,55133,WI
55135,Waupaca County,50990,county,55135,WI
55137,Waushara County,24443,county,55137,WI
55139,Winnebago County,171907,county,55139,WI
55141,Wood County,72999,county,55141,WI
56001,Albany County,38880,county,56001,WY
56003,Big Horn County,11790,county,56003,WY
56005,Campbell County,46341,county,56005,WY
56007,Carbon County,14800,county,56007,WY
56009,Converse County,13822,county,56009,WY
56011,Crook County,7584,county,56011,WY
56013,Fremont County,39261,county,56013,WY
56015,Goshen County,13211,county,56015,WY
56017,Hot Springs County,4413,county,56017,WY
56019,Johnson County,8445,county,56019,WY
56021,Laramie County,99500,county,56021,WY
56023,Lincoln County,19830,county,56023,WY
56025,Natrona County,79858,county,56025,WY
56027,Niobrara County,2356,county,56027,WY
56029,Park County,29194,county,56029,WY
56031,Platte County,8393,county,56031,WY
56033,Sheridan County,30485,county,56033,WY
56035,Sublette County,9831,county,56035,WY
56037,Sweetwater County,42343,county,56037,WY
56039,Teton County,23464,county,56039,WY
56041,Uinta County,20226,county,56041,WY
56043,Washakie County,7805,county,56043,WY
56045,Weston County,6927,county,56045,WY
